ENTITY_TYPE,ENTITY_ID,LEFT_TABLE,LEFT_KEY,RIGHT_TABLE,RIGHT_KEY,NOTE
aircraft,aircraft:AC-0181,faa_master,96772|28-1981861,ntsb_events,20071216X30497,
aircraft,aircraft:AC-0182,faa_master,353ZK|H2171-26,ntsb_events,20141027X69431,
aircraft,aircraft:AC-0184,faa_master,71KA|7852,asrs_reports,1507559,
aircraft,aircraft:AC-0186,faa_master,204KJ|2848,maintenance_erp,WO-100130,
aircraft,aircraft:AC-0189,faa_master,7484H|A788-84,maintenance_erp,WO-100302,
aircraft,aircraft:AC-0191,faa_master,46087|8107,asrs_reports,1504140,
aircraft,aircraft:AC-0192,faa_master,164XT|28-2017496,maintenance_erp,WO-100338,
aircraft,aircraft:AC-0194,faa_master,861PM|28-2015825,ntsb_events,19950612X29285,
aircraft,aircraft:AC-0197,faa_master,75TU|28-2024685,asrs_reports,1504943,
aircraft,aircraft:AC-0199,faa_master,88944|28-2024111,maintenance_erp,WO-100315,
aircraft,aircraft:AC-0202,faa_master,67961|10310,maintenance_erp,WO-100544,
aircraft,aircraft:AC-0205,faa_master,1352B|36213,maintenance_erp,WO-100454,
aircraft,aircraft:AC-0208,faa_master,5485E|12864,maintenance_erp,WO-100146,
aircraft,aircraft:AC-0219,faa_master,441LN|6934,ntsb_events,20190630X75235,
aircraft,aircraft:AC-0222,faa_master,595ZS|28-1984894,asrs_reports,1509896,
aircraft,aircraft:AC-0224,faa_master,2677G|9688,ntsb_events,20071206X13491,
aircraft,aircraft:AC-0227,faa_master,89225|28-2001230,maintenance_erp,WO-100376,
aircraft,aircraft:AC-0231,faa_master,425YN|17263219,maintenance_erp,WO-100336,
aircraft,aircraft:AC-0239,faa_master,806FL|28-2000110,asrs_reports,1511284,
aircraft,aircraft:AC-0243,faa_master,9444Y|17274314,maintenance_erp,WO-100328,
aircraft,aircraft:AC-0245,faa_master,40RN|24128,maintenance_erp,WO-100322,
aircraft,aircraft:AC-0255,faa_master,2605Q|17274918,asrs_reports,1513295,
aircraft,aircraft:AC-0263,faa_master,125NR|12691,asrs_reports,1506494,
aircraft,aircraft:AC-0267,faa_master,6495C|17259253,ntsb_events,19910712X52636,
aircraft,aircraft:AC-0271,faa_master,630KM|7379,asrs_reports,1513716,
aircraft,aircraft:AC-0271,faa_master,630KM|7379,ntsb_events,20090814X51916,
aircraft,aircraft:AC-0277,faa_master,7672K|17266093,asrs_reports,1510682,
aircraft,aircraft:AC-0278,faa_master,31CM|17236094,asrs_reports,1508169,
aircraft,aircraft:AC-0281,faa_master,570BB|17233182,maintenance_erp,WO-100058,
aircraft,aircraft:AC-0282,faa_master,606UN|K5879-46,maintenance_erp,WO-100436,
aircraft,aircraft:AC-0282,faa_master,606UN|K5879-46,ntsb_events,20071204X59525,
aircraft,aircraft:AC-0285,faa_master,750CT|17238059,maintenance_erp,WO-100091,
aircraft,aircraft:AC-0285,faa_master,750CT|17238059,maintenance_erp,WO-100419,
aircraft,aircraft:AC-0285,faa_master,750CT|17238059,maintenance_erp,WO-100591,
aircraft,aircraft:AC-0289,faa_master,922JX|17233066,maintenance_erp,WO-100401,
aircraft,aircraft:AC-0289,faa_master,922JX|17233066,maintenance_erp,WO-100593,
aircraft,aircraft:AC-0290,faa_master,9605J|H1578-40,asrs_reports,1508219,
aircraft,aircraft:AC-0290,faa_master,9605J|H1578-40,asrs_reports,1516676,
aircraft,aircraft:AC-0290,faa_master,9605J|H1578-40,maintenance_erp,WO-100430,
aircraft,aircraft:AC-0292,faa_master,931XD|17240983,asrs_reports,1517923,
aircraft,aircraft:AC-0295,faa_master,476FN|28-2021486,maintenance_erp,WO-100357,
aircraft,aircraft:AC-0296,faa_master,835SP|49734,asrs_reports,1505582,
aircraft,aircraft:AC-0296,faa_master,835SP|49734,maintenance_erp,WO-100296,
aircraft,aircraft:AC-0297,faa_master,397JH|60480,maintenance_erp,WO-100301,
aircraft,aircraft:AC-0309,faa_master,36RW|C4061-65,asrs_reports,1500519,
aircraft,aircraft:AC-0312,faa_master,5806Z|28-2010499,maintenance_erp,WO-100463,
aircraft,aircraft:AC-0315,faa_master,472LE|B3407-66,maintenance_erp,WO-100085,
aircraft,aircraft:AC-0315,faa_master,472LE|B3407-66,ntsb_events,20200825X98049,
aircraft,aircraft:AC-0327,faa_master,284PA|9449,maintenance_erp,WO-100182,
aircraft,aircraft:AC-0329,faa_master,2072R|A6776-91,maintenance_erp,WO-100243,
aircraft,aircraft:AC-0333,faa_master,3022M|6966,maintenance_erp,WO-100051,
aircraft,aircraft:AC-0335,faa_master,683HS|M4594-34,maintenance_erp,WO-100188,
aircraft,aircraft:AC-0336,faa_master,9474B|M3778-16,maintenance_erp,WO-100425,
aircraft,aircraft:AC-0336,faa_master,9474B|M3778-16,ntsb_events,19910922X61389,
aircraft,aircraft:AC-0337,faa_master,741WD|21826,asrs_reports,1512773,
aircraft,aircraft:AC-0337,faa_master,741WD|21826,maintenance_erp,WO-100214,
aircraft,aircraft:AC-0337,faa_master,741WD|21826,maintenance_erp,WO-100483,
aircraft,aircraft:AC-0339,faa_master,40554|17211390,maintenance_erp,WO-100307,
aircraft,aircraft:AC-0341,faa_master,6618K|28-1988108,asrs_reports,1503628,
aircraft,aircraft:AC-0343,faa_master,59271|D6658-33,asrs_reports,1513727,
aircraft,aircraft:AC-0346,faa_master,52949|28-1980154,maintenance_erp,WO-100056,
aircraft,aircraft:AC-0348,faa_master,48672|4641,asrs_reports,1514398,
aircraft,aircraft:AC-0351,faa_master,8679Z|17270476,maintenance_erp,WO-100092,
aircraft,aircraft:AC-0354,faa_master,8449B|44159,maintenance_erp,WO-100209,
aircraft,aircraft:AC-0359,faa_master,67373|2148,asrs_reports,1508271,
aircraft,aircraft:AC-0361,faa_master,128AL|32592,asrs_reports,1503917,
aircraft,aircraft:AC-0364,faa_master,1217H|A2132-49,maintenance_erp,WO-100333,
aircraft,aircraft:AC-0364,faa_master,1217H|A2132-49,maintenance_erp,WO-100414,
aircraft,aircraft:AC-0365,faa_master,425WB|J6897-92,ntsb_events,20040721X53758,
aircraft,aircraft:AC-0365,faa_master,425WB|J6897-92,ntsb_events,20171024X39165,
aircraft,aircraft:AC-0371,faa_master,11617|1956,ntsb_events,19830407X55638,
aircraft,aircraft:AC-0375,faa_master,54967|17251317,maintenance_erp,WO-100477,
aircraft,aircraft:AC-0377,faa_master,70XY|17223166,ntsb_events,20180110X34428,
aircraft,aircraft:AC-0380,faa_master,50737|1113,maintenance_erp,WO-100232,
aircraft,aircraft:AC-0385,faa_master,90ZN|17242112,asrs_reports,1510358,
aircraft,aircraft:AC-0390,faa_master,3346T|28-1978172,maintenance_erp,WO-100402,
aircraft,aircraft:AC-0391,faa_master,9984P|B5496-91,maintenance_erp,WO-100238,
aircraft,aircraft:AC-0394,faa_master,4748K|17221395,maintenance_erp,WO-100219,
aircraft,aircraft:AC-0396,faa_master,959ES|28-1987152,asrs_reports,1500161,
aircraft,aircraft:AC-0404,faa_master,862LG|38698,maintenance_erp,WO-100093,
aircraft,aircraft:AC-0405,faa_master,7088H|28-2006382,maintenance_erp,WO-100127,
aircraft,aircraft:AC-0410,faa_master,2743Z|65096,maintenance_erp,WO-100411,
aircraft,aircraft:AC-0411,faa_master,285QF|C3194-82,maintenance_erp,WO-100510,
aircraft,aircraft:AC-0411,faa_master,285QF|C3194-82,maintenance_erp,WO-100592,
aircraft,aircraft:AC-0416,faa_master,371YC|28-2015102,maintenance_erp,WO-100210,
aircraft,aircraft:AC-0416,faa_master,371YC|28-2015102,maintenance_erp,WO-100395,
aircraft,aircraft:AC-0417,faa_master,606PR|65444,maintenance_erp,WO-100562,
aircraft,aircraft:AC-0418,faa_master,38748|17221436,maintenance_erp,WO-100286,
aircraft,aircraft:AC-0424,faa_master,465KN|J3292-50,maintenance_erp,WO-100557,
aircraft,aircraft:AC-0425,faa_master,740CY|D3633-97,maintenance_erp,WO-100373,
aircraft,aircraft:AC-0426,faa_master,9151D|13284,maintenance_erp,WO-100329,
aircraft,aircraft:AC-0428,faa_master,97BV|17217478,maintenance_erp,WO-100007,
aircraft,aircraft:AC-0444,faa_master,23UU|E2814-36,maintenance_erp,WO-100435,
aircraft,aircraft:AC-0446,faa_master,53105|D7724-82,asrs_reports,1501528,
aircraft,aircraft:AC-0449,faa_master,73WD|17259008,maintenance_erp,WO-100045,
aircraft,aircraft:AC-0449,faa_master,73WD|17259008,maintenance_erp,WO-100135,
aircraft,aircraft:AC-0449,faa_master,73WD|17259008,maintenance_erp,WO-100288,
aircraft,aircraft:AC-0449,faa_master,73WD|17259008,maintenance_erp,WO-100576,
aircraft,aircraft:AC-0452,faa_master,786GQ|13510,maintenance_erp,WO-100147,
aircraft,aircraft:AC-0454,faa_master,587XS|28-1993460,ntsb_events,19971014X77930,
aircraft,aircraft:AC-0467,faa_master,708DK|28-2001593,maintenance_erp,WO-100428,
aircraft,aircraft:AC-0470,faa_master,73MX|17246068,ntsb_events,20001210X92879,
aircraft,aircraft:AC-0471,faa_master,69ZQ|5336,maintenance_erp,WO-100112,
aircraft,aircraft:AC-0471,faa_master,69ZQ|5336,maintenance_erp,WO-100303,
aircraft,aircraft:AC-0472,faa_master,61633|17218940,maintenance_erp,WO-100230,
aircraft,aircraft:AC-0473,faa_master,18856|17215888,asrs_reports,1513484,
aircraft,aircraft:AC-0478,faa_master,442BE|4146,maintenance_erp,WO-100331,
aircraft,aircraft:AC-0478,faa_master,442BE|4146,ntsb_events,20231226X81142,
aircraft,aircraft:AC-0479,faa_master,44ZB|28-1971136,maintenance_erp,WO-100409,
aircraft,aircraft:AC-0484,faa_master,186BJ|17260323,maintenance_erp,WO-100138,
aircraft,aircraft:AC-0485,faa_master,54068|28-2024948,maintenance_erp,WO-100180,
aircraft,aircraft:AC-0490,faa_master,5638E|A5450-87,asrs_reports,1502265,
aircraft,aircraft:AC-0490,faa_master,5638E|A5450-87,maintenance_erp,WO-100055,
aircraft,aircraft:AC-0500,faa_master,8082R|E1523-27,maintenance_erp,WO-100077,
aircraft,aircraft:AC-0500,faa_master,8082R|E1523-27,ntsb_events,20151115X53191,
aircraft,aircraft:AC-0502,faa_master,5310V|G9666-40,maintenance_erp,WO-100139,
aircraft,aircraft:AC-0506,faa_master,648GF|J6580-39,maintenance_erp,WO-100574,
aircraft,aircraft:AC-0508,faa_master,51PS|21535,maintenance_erp,WO-100480,
aircraft,aircraft:AC-0512,faa_master,31783|4033,ntsb_events,20211221X62783,
aircraft,aircraft:AC-0528,faa_master,85692|G9816-13,maintenance_erp,WO-100561,
aircraft,aircraft:AC-0529,faa_master,251GF|17249489,maintenance_erp,WO-100080,
aircraft,aircraft:AC-0529,faa_master,251GF|17249489,maintenance_erp,WO-100415,
aircraft,aircraft:AC-0540,faa_master,814FX|28-1989361,maintenance_erp,WO-100330,
aircraft,aircraft:AC-0540,faa_master,814FX|28-1989361,maintenance_erp,WO-100371,
aircraft,aircraft:AC-0543,faa_master,70820|17232579,ntsb_events,19860922X75148,
aircraft,aircraft:AC-0547,faa_master,967JU|17224651,ntsb_events,20151029X30901,
aircraft,aircraft:AC-0548,faa_master,561YJ|17246083,maintenance_erp,WO-100272,
aircraft,aircraft:AC-0549,faa_master,399NJ|L3834-13,maintenance_erp,WO-100374,
aircraft,aircraft:AC-0549,faa_master,399NJ|L3834-13,maintenance_erp,WO-100569,
aircraft,aircraft:AC-0551,faa_master,6840R|H9429-91,maintenance_erp,WO-100224,
aircraft,aircraft:AC-0552,faa_master,95302|D3841-98,asrs_reports,1512262,
aircraft,aircraft:AC-0559,faa_master,85RB|17261126,maintenance_erp,WO-100067,
aircraft,aircraft:AC-0559,faa_master,85RB|17261126,maintenance_erp,WO-100320,
aircraft,aircraft:AC-0559,faa_master,85RB|17261126,maintenance_erp,WO-100508,
aircraft,aircraft:AC-0563,faa_master,8675V|28-2006295,maintenance_erp,WO-100495,
aircraft,aircraft:AC-0563,faa_master,8675V|28-2006295,ntsb_events,20020823X45812,
aircraft,aircraft:AC-0565,faa_master,126TV|A2186-79,asrs_reports,1510274,
aircraft,aircraft:AC-0565,faa_master,126TV|A2186-79,maintenance_erp,WO-100061,
aircraft,aircraft:AC-0565,faa_master,126TV|A2186-79,maintenance_erp,WO-100140,
aircraft,aircraft:AC-0570,faa_master,7114J|17252083,asrs_reports,1518192,
aircraft,aircraft:AC-0573,faa_master,1560Z|17260466,asrs_reports,1515521,
aircraft,aircraft:AC-0576,faa_master,36041|M5898-77,asrs_reports,1502453,
aircraft,aircraft:AC-0576,faa_master,36041|M5898-77,maintenance_erp,WO-100141,
aircraft,aircraft:AC-0578,faa_master,41780|G2712-92,asrs_reports,1507149,
aircraft,aircraft:AC-0578,faa_master,41780|G2712-92,asrs_reports,1513854,
aircraft,aircraft:AC-0588,faa_master,290SU|4273,asrs_reports,1513239,
aircraft,aircraft:AC-0589,faa_master,2583S|M7894-78,ntsb_events,19930307X18870,
aircraft,aircraft:AC-0590,faa_master,275AT|17268781,maintenance_erp,WO-100044,
aircraft,aircraft:AC-0596,faa_master,202RG|K2643-88,maintenance_erp,WO-100410,
aircraft,aircraft:AC-0604,faa_master,15735|9419,maintenance_erp,WO-100220,
aircraft,aircraft:AC-0606,faa_master,10773|7045,maintenance_erp,WO-100397,
aircraft,aircraft:AC-0609,faa_master,642GH|17238437,maintenance_erp,WO-100416,
aircraft,aircraft:AC-0616,faa_master,739AZ|17212518,maintenance_erp,WO-100042,
aircraft,aircraft:AC-0625,faa_master,9097G|17264571,ntsb_events,20100503X35753,
aircraft,aircraft:AC-0628,faa_master,944VR|J2494-44,asrs_reports,1511494,
aircraft,aircraft:AC-0628,faa_master,944VR|J2494-44,maintenance_erp,WO-100109,
aircraft,aircraft:AC-0631,faa_master,94360|17247081,maintenance_erp,WO-100501,
aircraft,aircraft:AC-0631,faa_master,94360|17247081,ntsb_events,20210530X27398,
aircraft,aircraft:AC-0634,faa_master,1117M|2120,ntsb_events,20180807X89900,
aircraft,aircraft:AC-0638,faa_master,58866|B4687-63,maintenance_erp,WO-100181,
aircraft,aircraft:AC-0640,faa_master,46808|6815,maintenance_erp,WO-100247,
aircraft,aircraft:AC-0641,faa_master,190VM|28-1994940,maintenance_erp,WO-100201,
aircraft,aircraft:AC-0644,faa_master,4085Y|20039,maintenance_erp,WO-100349,
aircraft,aircraft:AC-0647,faa_master,21380|8580,maintenance_erp,WO-100311,
aircraft,aircraft:AC-0654,faa_master,2161E|6464,asrs_reports,1509866,
aircraft,aircraft:AC-0655,faa_master,60AG|L6222-60,maintenance_erp,WO-100261,
aircraft,aircraft:AC-0656,faa_master,186YE|L754-57,asrs_reports,1516474,
aircraft,aircraft:AC-0656,faa_master,186YE|L754-57,maintenance_erp,WO-100169,
aircraft,aircraft:AC-0657,faa_master,78SV|L1131-42,asrs_reports,1512375,
aircraft,aircraft:AC-0657,faa_master,78SV|L1131-42,maintenance_erp,WO-100123,
aircraft,aircraft:AC-0659,faa_master,501RY|E9409-68,ntsb_events,20200702X29921,
aircraft,aircraft:AC-0662,faa_master,82432|F3972-29,asrs_reports,1503263,
aircraft,aircraft:AC-0668,faa_master,89BU|17233061,maintenance_erp,WO-100053,
aircraft,aircraft:AC-0668,faa_master,89BU|17233061,maintenance_erp,WO-100143,
aircraft,aircraft:AC-0670,faa_master,41709|10777,maintenance_erp,WO-100203,
aircraft,aircraft:AC-0670,faa_master,41709|10777,ntsb_events,20050609X59303,
aircraft,aircraft:AC-0671,faa_master,98804|17261775,maintenance_erp,WO-100470,
aircraft,aircraft:AC-0675,faa_master,559NL|60168,maintenance_erp,WO-100248,
aircraft,aircraft:AC-0677,faa_master,64TU|17243442,asrs_reports,1513969,
aircraft,aircraft:AC-0678,faa_master,58774|28-2019580,ntsb_events,20061123X12169,
aircraft,aircraft:AC-0687,faa_master,52412|17268931,maintenance_erp,WO-100256,
aircraft,aircraft:AC-0690,faa_master,4783L|17239215,maintenance_erp,WO-100534,
aircraft,aircraft:AC-0691,faa_master,148CJ|17264624,asrs_reports,1511761,
aircraft,aircraft:AC-0695,faa_master,624NG|28-1975294,maintenance_erp,WO-100076,
aircraft,aircraft:AC-0701,faa_master,45823|9548,maintenance_erp,WO-100285,
aircraft,aircraft:AC-0702,faa_master,25YP|E8253-10,maintenance_erp,WO-100065,
aircraft,aircraft:AC-0705,faa_master,386FP|A7853-77,asrs_reports,1508925,
aircraft,aircraft:AC-0705,faa_master,386FP|A7853-77,maintenance_erp,WO-100050,
aircraft,aircraft:AC-0710,faa_master,111UP|27882,maintenance_erp,WO-100325,
aircraft,aircraft:AC-0715,faa_master,2491U|17225118,maintenance_erp,WO-100245,
aircraft,aircraft:AC-0717,faa_master,21715|28-1998251,maintenance_erp,WO-100423,
aircraft,aircraft:AC-0720,faa_master,141SP|28-1994126,maintenance_erp,WO-100268,
aircraft,aircraft:AC-0724,faa_master,63430|E2698-12,maintenance_erp,WO-100387,
aircraft,aircraft:AC-0727,faa_master,973KH|17236822,asrs_reports,1505335,
aircraft,aircraft:AC-0737,faa_master,634KE|J6099-84,maintenance_erp,WO-100394,
aircraft,aircraft:AC-0739,faa_master,721HL|6489,asrs_reports,1507315,
aircraft,aircraft:AC-0739,faa_master,721HL|6489,maintenance_erp,WO-100010,
aircraft,aircraft:AC-0742,faa_master,972SP|K6500-59,maintenance_erp,WO-100451,
aircraft,aircraft:AC-0748,faa_master,23318|46106,maintenance_erp,WO-100229,
aircraft,aircraft:AC-0749,faa_master,298JS|8623,maintenance_erp,WO-100292,
aircraft,aircraft:AC-0750,faa_master,868QZ|17213003,maintenance_erp,WO-100509,
aircraft,aircraft:AC-0753,faa_master,81078|G9901-98,maintenance_erp,WO-100158,
aircraft,aircraft:AC-0757,faa_master,636NQ|28-2002503,maintenance_erp,WO-100312,
aircraft,aircraft:AC-0758,faa_master,268JC|28-2008796,asrs_reports,1500644,
aircraft,aircraft:AC-0758,faa_master,268JC|28-2008796,asrs_reports,1516166,
aircraft,aircraft:AC-0758,faa_master,268JC|28-2008796,ntsb_events,19970929X23565,
aircraft,aircraft:AC-0762,faa_master,966EY|11340,maintenance_erp,WO-100260,
aircraft,aircraft:AC-0765,faa_master,414MW|28-1979700,ntsb_events,20070729X36048,
aircraft,aircraft:AC-0768,faa_master,2517B|G232-21,maintenance_erp,WO-100083,
aircraft,aircraft:AC-0768,faa_master,2517B|G232-21,maintenance_erp,WO-100310,
aircraft,aircraft:AC-0770,faa_master,989FY|H2081-92,asrs_reports,1504403,
aircraft,aircraft:AC-0774,faa_master,473NZ|28-2015843,ntsb_events,20070714X44207,
aircraft,aircraft:AC-0775,faa_master,752TN|A762-35,ntsb_events,20201020X78745,
aircraft,aircraft:AC-0777,faa_master,707RC|K1986-28,ntsb_events,20040507X67563,
aircraft,aircraft:AC-0780,faa_master,87516|17235382,asrs_reports,1504175,
aircraft,aircraft:AC-0780,faa_master,87516|17235382,maintenance_erp,WO-100386,
aircraft,aircraft:AC-0781,faa_master,295PM|9106,maintenance_erp,WO-100365,
aircraft,aircraft:AC-0781,faa_master,295PM|9106,ntsb_events,20040617X88329,
aircraft,aircraft:AC-0784,faa_master,7076Q|28-2002793,asrs_reports,1509190,
aircraft,aircraft:AC-0787,faa_master,47712|17257332,maintenance_erp,WO-100216,
aircraft,aircraft:AC-0794,faa_master,2557T|B3953-57,maintenance_erp,WO-100035,
aircraft,aircraft:AC-0795,faa_master,69151|8756,asrs_reports,1505454,
aircraft,aircraft:AC-0795,faa_master,69151|8756,maintenance_erp,WO-100558,
aircraft,aircraft:AC-0797,faa_master,8817X|L919-44,maintenance_erp,WO-100413,
aircraft,aircraft:AC-0800,faa_master,509TY|8321,asrs_reports,1503022,
aircraft,aircraft:AC-0802,faa_master,1359F|3951,asrs_reports,1510152,
aircraft,aircraft:AC-0802,faa_master,1359F|3951,ntsb_events,20000427X12106,
aircraft,aircraft:AC-0803,faa_master,71609|7189,maintenance_erp,WO-100572,
aircraft,aircraft:AC-0805,faa_master,227VE|11935,maintenance_erp,WO-100185,
aircraft,aircraft:AC-0810,faa_master,880QP|51350,maintenance_erp,WO-100353,
aircraft,aircraft:AC-0812,faa_master,1223J|28-1993238,maintenance_erp,WO-100100,
aircraft,aircraft:AC-0821,faa_master,936FU|D2924-76,maintenance_erp,WO-100089,
aircraft,aircraft:AC-0824,faa_master,46562|41589,ntsb_events,20220127X14558,
aircraft,aircraft:AC-0826,faa_master,66347|7676,maintenance_erp,WO-100128,
aircraft,aircraft:AC-0826,faa_master,66347|7676,maintenance_erp,WO-100382,
aircraft,aircraft:AC-0826,faa_master,66347|7676,maintenance_erp,WO-100532,
aircraft,aircraft:AC-0834,faa_master,39807|H972-82,maintenance_erp,WO-100290,
aircraft,aircraft:AC-0838,faa_master,48TS|2599,maintenance_erp,WO-100297,
aircraft,aircraft:AC-0845,faa_master,38WL|17232840,maintenance_erp,WO-100584,
aircraft,aircraft:AC-0846,faa_master,9970B|B9057-59,maintenance_erp,WO-100522,
