player_name,player_id,season,poss,mp,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Mahmoud Abdul-Rauf,abdulma02,1996,3942,2029,3.502525763,-0.987506208,2.515019555,5.422872544,5.422872544,0,3.555539603,-0.513614179,3.041925423,-0.468129802
Mahmoud Abdul-Rauf,abdulma02,1997,4086,2131,-0.389777871,-1.726187046,-2.115964917,0.689871014,0.689871014,0,-0.296631357,-1.370142593,-1.66677395,0.069513836
Mahmoud Abdul-Rauf,abdulma02,1998,1029,530,-3.30521956,-1.477924683,-4.783144242,-0.548181158,-0.548181158,0,-3.2187273,-1.75299735,-4.971724649,-0.264747194
Mahmoud Abdul-Rauf,abdulma02,2001,939,486,0.678520867,-2.640497903,-1.961977035,0.195461434,0.195461434,0,-0.031734291,-3.090443565,-3.122177856,0.030938043
Tariq Abdul-Wahad,abdulta01,1998,1861,959,-3.704132947,-1.187281304,-4.891414251,-1.048298791,-1.048298791,0,-3.771389422,-1.663344623,-5.434734046,0.047412282
Tariq Abdul-Wahad,abdulta01,1999,2623,1304,-1.73083935,-0.257224346,-1.988063696,0.536422625,0.20445891,0.331963715,-2.049144104,-0.06478221,-2.113926314,-0.018855653
Tariq Abdul-Wahad,abdulta01,2000,3215,1578,-1.188052351,-0.457693754,-1.645746105,0.876071324,0.876071324,0,-1.310627115,-0.196092534,-1.506719649,0.018992288
Tariq Abdul-Wahad,abdulta01,2001,820,420,-5.303661332,-0.963653309,-6.267314641,-0.758929606,-0.758929606,0,-5.359759732,-1.405260424,-6.765020156,0.640189941
Tariq Abdul-Wahad,abdulta01,2002,841,441,-2.52432447,-0.478044626,-3.002369096,-0.056545837,-0.056545837,0,-2.679624666,-0.135060136,-2.814684803,0.412453313
Tariq Abdul-Wahad,abdulta01,2003,553,283,-0.212466036,-0.957465632,-1.169931668,0.228928554,0.199733283,0.029195272,-0.861447773,-1.391197723,-2.252645496,-0.325525039
Zaid Abdul-Aziz,abdulza01,1977,441,195,-1.92641462,-0.368834796,-2.295249416,0.04492742,0.04492742,0,-1.817926891,-1.624326593,-3.442253485,-0.751146779
Zaid Abdul-Aziz,abdulza01,1978,340,158,-2.758282229,-2.641593034,-5.399875262,-0.215741893,-0.215741893,0,-2.75717633,-2.645785025,-5.402961355,0.762163789
Shareef Abdur-Rahim,abdursh01,1997,5220,2802,-2.332535189,-1.382817187,-3.715352376,-1.372235,-1.372235,0,-2.192803199,-1.333474657,-3.526277856,-0.516677603
Shareef Abdur-Rahim,abdursh01,1998,5725,2950,1.541272935,-1.15126518,0.390007756,4.695972401,4.695972401,0,1.451550502,-1.085284737,0.366265765,-0.580334182
Shareef Abdur-Rahim,abdursh01,1999,3790,2021,0.511295785,-0.700346394,-0.189050608,2.626029059,2.626029059,0,0.414624058,-0.573608592,-0.158984534,-0.497668351
Shareef Abdur-Rahim,abdursh01,2000,6180,3223,1.461135587,-0.047800207,1.41333538,6.815217161,6.815217161,0,1.341600059,-0.005868378,1.335731681,-0.424788843
Shareef Abdur-Rahim,abdursh01,2001,6263,3241,0.528007645,-0.524749064,0.003258581,4.533112155,4.533112155,0,0.317933607,-0.185122874,0.132810733,-0.396754491
Shareef Abdur-Rahim,abdursh01,2002,5771,2980,-0.477622095,0.49452853,0.016906435,4.190998515,4.190998515,0,-0.160723943,0.568160314,0.407436372,-0.344606949
Shareef Abdur-Rahim,abdursh01,2003,5920,3087,1.510805464,-1.490183302,0.020622162,4.345879058,4.345879058,0,1.435515364,-0.984146149,0.451369215,-0.375951956
Shareef Abdur-Rahim,abdursh01,2004,5065,2684,0.503389245,-0.024217518,0.479171727,4.359558303,4.359558303,0,0.428036402,-0.166350951,0.261685452,-0.30994553
Shareef Abdur-Rahim,abdursh01,2005,3533,1867,0.690568161,-1.467867059,-0.777298898,1.868920154,1.868920154,0,0.573303539,-0.997154228,-0.423850689,-0.497773771
Shareef Abdur-Rahim,abdursh01,2006,4037,2090,0.760258302,-0.260694197,0.499564105,3.43571101,3.638852052,-0.203141042,0.46769406,-0.22054369,0.24715037,0.073111945
Shareef Abdur-Rahim,abdursh01,2007,4025,2015,-2.983411231,-1.119638688,-4.103049919,-1.392883625,-1.392883625,0,-2.748346923,-0.871193104,-3.619540027,0.125522108
Shareef Abdur-Rahim,abdursh01,2008,102,51,-2.628624885,-1.58791785,-4.216542736,-0.038213675,-0.038213675,0,-3.125901013,-1.569327499,-4.695228513,0.132239805
Tom Abernethy,abernto01,1977,3507,1592,0.452164764,-0.508681797,-0.056517033,2.186883023,1.968282776,0.218600248,0.047235044,-0.950010438,-0.902775395,-0.330404654
Tom Abernethy,abernto01,1978,2970,1329,1.645944738,0.372113355,2.018058093,3.221042642,3.21186418,0.009178462,1.153714495,-0.146308,1.007406496,-0.363784693
Tom Abernethy,abernto01,1979,2625,1219,0.308920069,-0.273727594,0.035192475,1.731160973,1.731160973,0,-0.163910703,-0.532366485,-0.696277188,-0.064537721
Tom Abernethy,abernto01,1980,2588,1222,-1.303321418,-1.078718678,-2.382040096,0.229100732,0.229100732,0,-1.721977504,-1.345670473,-3.067647977,-0.140607288
Tom Abernethy,abernto01,1981,634,298,-1.753221551,-1.766391885,-3.519613436,-0.117365988,-0.117365988,0,-2.54740259,-2.276909959,-4.824312549,0.007052154
Alex Abrines,abrinal01,2017,2387,1135,0.543421233,-1.14483179,-0.601410556,1.249007678,1.447708122,-0.198700444,0.07710201,-1.038677268,-0.961575257,0.326412665
Alex Abrines,abrinal01,2018,2546,1244,-0.020825876,-1.50264169,-1.523467566,0.77730446,0.465912151,0.311392309,-0.174621166,-1.112625391,-1.287246558,-0.456141151
Alex Abrines,abrinal01,2019,1279,588,-4.040156587,1.885618356,-2.154538232,0.17816732,0.17816732,0,-4.577677599,1.543281733,-3.034395865,-0.268013102
Precious Achiuwa,achiupr01,2021,1581,749,-4.347595881501024,.9548210747308455,-3.392774806770179,-.2460550507480741,-.2467763890141763,.0007213382661022,-3.817712705318713,.4748280134571293,-3.342884691861583,.3291572613308212
Precious Achiuwa,achiupr01,2022,3802,1892,-2.517372390284928,2.144151406740321,-.3732209835446072,2.262658045779584,2.309610968577074,-.0469529227974898,-2.48395629858959,2.024360199426617,-.4595960991629738,-.7286094997082039
Alex Acker,ackeral01,2006,64,35,-7.479127194,-2.255737509,-9.734864703,-0.126642275,-0.126642275,0,-6.62327809,-3.515497945,-10.13877604,1.405761119
Alex Acker,ackeral01,2009,384,199,-1.919405795,-1.148909901,-3.068315695,-0.026169839,-0.026169839,0,-2.423913406,-2.586343026,-5.010256432,0.339733194
Mark Acres,acresma01,1988,2682,1309,-3.247238454,-0.191916564,-3.439155018,-0.476362783,-0.303995847,-0.172366937,-3.116035772,-0.002732466,-3.118768238,0.769840778
Mark Acres,acresma01,1989,1310,634,-3.526041744,-0.203304901,-3.729346645,-0.318695207,-0.313505897,-0.00518931,-3.493334588,-0.37248672,-3.865821308,0.479902035
Mark Acres,acresma01,1990,3709,1691,-2.85122309,-1.582299882,-4.433522972,-1.455558812,-1.455558812,0,-2.998666612,-0.870821387,-3.869487999,0.212685209
Mark Acres,acresma01,1991,2753,1313,-2.131927479,-0.145446862,-2.27737434,0.318000724,0.318000724,0,-2.408788547,0.404660583,-2.004127965,0.435896252
Mark Acres,acresma01,1992,1912,926,-2.085681632,-0.095946289,-2.181627921,0.269529253,0.269529253,0,-2.480498261,-0.003463001,-2.483961262,0.36602061
Mark Acres,acresma01,1993,552,269,-3.319073908,-2.170506898,-5.489580807,-0.380641849,-0.380641849,0,-3.547962519,-1.935638913,-5.483601432,0.136913997
Quincy Acy,acyqu01,2013,651,342,0.14286096,0.744081431,0.886942391,0.637616469,0.637616469,0,-0.350423759,0.597275012,0.246851253,0.441921018
Quincy Acy,acyqu01,2014,1716,847,-1.565257149,-0.216476793,-1.781733942,0.415918084,0.415918084,0,-1.46441703,-0.223754299,-1.688171329,-0.554897683
Quincy Acy,acyqu01,2015,2517,1287,-2.456064586,-0.420948055,-2.877012641,-0.083312615,-0.083312615,0,-2.797224029,-1.648024182,-4.44524821,-0.100453505
Quincy Acy,acyqu01,2016,1852,876,-0.58754047,0.353933379,-0.233607091,1.123479142,1.123479142,0,-1.406107738,0.021970053,-1.384137685,-0.102988345
Quincy Acy,acyqu01,2017,1169,558,-0.343630331,0.576149899,0.232519568,0.835632018,0.835632018,0,-0.922087481,-0.059176987,-0.981264468,0.125008446
Quincy Acy,acyqu01,2018,2856,1359,-2.208182427,-0.658814194,-2.866996621,-0.08123232,-0.08123232,0,-1.826813152,-0.890246236,-2.717059388,0.136139262
Quincy Acy,acyqu01,2019,278,123,-5.581744442,4.969011211,-0.612733231,0.135231411,0.135231411,0,-5.877810864,2.495748342,-3.382062522,0.841980786
Alvan Adams,adamsal01,1977,5117,2278,0.203732601,2.425297097,2.629029697,6.252465363,6.252465363,0,0.776910281,2.121225055,2.898135336,0.013200226
Alvan Adams,adamsal01,1978,4644,1985,-1.137338232,1.769308468,0.631970236,3.408288431,3.515485322,-0.107196891,-0.654586585,1.374685176,0.720098591,0.236463884
Alvan Adams,adamsal01,1979,6211,2736,1.005862901,1.815820074,2.821682975,7.793729744,6.802793889,0.990935854,1.542344356,1.537152337,3.079496693,-0.12202045
Alvan Adams,adamsal01,1980,5319,2419,0.810687321,2.37811897,3.18880629,7.350388053,6.573592538,0.776795515,1.169091194,2.118782827,3.287874021,-0.032808585
Alvan Adams,adamsal01,1981,4954,2272,0.724568752,3.654919857,4.379488608,8.222494527,7.83003779,0.392456737,1.003247066,2.93946645,3.942713516,-0.039720981
Alvan Adams,adamsal01,1982,5523,2626,-0.239279042,3.426199054,3.186920012,7.975643186,7.56950615,0.406137036,0.168515,3.177990707,3.346505707,-0.032771529
Alvan Adams,adamsal01,1983,5419,2531,-0.592234051,3.073272373,2.481038322,6.761270649,6.649030365,0.112240284,-0.065216377,2.787311594,2.722095216,0.053352125
Alvan Adams,adamsal01,1984,3746,1764,-0.924440681,1.602416524,0.677975843,3.095305873,2.758822962,0.336482911,-0.424081179,1.377005166,0.952923987,0.303370892
Alvan Adams,adamsal01,1985,4796,2215,1.308320943,1.54324434,2.851565284,6.344485039,6.153865144,0.190619895,1.389506164,1.536705695,2.926211859,0.092712925
Alvan Adams,adamsal01,1986,4428,2005,-0.860195833,1.505542429,0.645346596,3.482691392,3.482691392,0,-0.576549956,1.522699663,0.946149707,0.280240005
Alvan Adams,adamsal01,1987,3632,1690,-1.658710725,0.010990634,-1.647720091,0.952090419,0.952090419,0,-1.307216497,0.119098343,-1.188118154,0.178487816
Alvan Adams,adamsal01,1988,3510,1646,-2.436373947,0.780392887,-1.655981061,0.92327942,0.92327942,0,-2.152158008,0.779122279,-1.373035728,0.497431509
Don Adams,adamsdo01,1977,3866,1710,-1.120384204,0.10471839,-1.015665815,1.515086061,1.515086061,0,-1.259170126,0.012694883,-1.246475243,0.141063789
Hassan Adams,adamsha01,2007,970,504,-1.438884562,-0.207291607,-1.646176168,0.281867841,0.300376016,-0.018508175,-2.193706325,-1.024705592,-3.218411917,-0.076201348
Hassan Adams,adamsha01,2009,101,52,-7.649870731,-1.640456732,-9.290327462,-0.173747192,-0.173747192,0,-7.888238791,-3.420142571,-11.30838136,0.122844449
Jaylen Adams,adamsja01,2019,952,428,-2.377643964,-3.734729095,-6.112373059,-0.733513242,-0.733513242,0,-2.023145309,-4.304853077,-6.327998386,-0.099018214
Jaylen Adams,adamsja01,2020,43,21,6.207690337,7.656297991,13.86398833,0.180288816,0,0.180288816,3.989697734,3.511923037,7.501620771,-1.784967198
Jaylen Adams,adamsja01,2021,41,18,-16.82614598684294,-1.405128757447878,-18.23127474429081,-.1395909669229828,-.1395909669229828,0,-12.86383997073559,-4.114458838414001,-16.97829880914959,-1.834433202271871
Jordan Adams,adamsjo01,2015,518,258,2.095889849,0.518037995,2.613927843,0.715004586,0.591480559,0.123524027,0.717085441,1.240286579,1.95737202,0.689145957
Jordan Adams,adamsjo01,2016,34,15,-7.734475447,1.417734677,-6.31674077,-0.028101725,-0.028101725,0,-6.124879997,4.675153284,-1.449726713,2.883209016
Michael Adams,adamsmi01,1986,299,139,-4.41423022,0.202719635,-4.211510585,-0.103764539,-0.103764539,0,-4.313208243,-0.827445644,-5.140653888,0.117085007
Michael Adams,adamsmi01,1987,2922,1385,1.325599895,0.793540734,2.119140629,3.446414832,3.318296394,0.128118438,1.265461181,0.83445759,2.099918771,0.103977352
Michael Adams,adamsmi01,1988,7025,3184,2.499417253,0.878131614,3.377548867,9.935805839,9.07307725,0.862728589,2.846906517,1.047692312,3.894598829,-0.18824998
Michael Adams,adamsmi01,1989,6483,2862,3.723882581,0.466658251,4.190540832,10.13846984,9.858970642,0.279499201,4.073955215,0.749008552,4.822963767,-0.045640035
Michael Adams,adamsmi01,1990,6216,2795,2.912501821,-0.139568615,2.772933206,7.866555934,7.790015512,0.076540422,3.145139759,0.144118918,3.289258677,-0.215318743
Michael Adams,adamsmi01,1991,5621,2346,5.820740819,-1.23280004,4.58794078,8.812800581,8.812800581,0,6.15135365,-0.75942699,5.39192666,0.336373514
Michael Adams,adamsmi01,1992,5754,2795,2.274164121,0.227955616,2.502119737,7.495441358,7.495441358,0,2.550083749,0.555957447,3.106041195,0.076697329
Michael Adams,adamsmi01,1993,5145,2499,2.147466507,-0.921141474,1.226325033,5.055166653,5.055166653,0,1.966795306,-0.37502893,1.591766376,-0.282177014
Michael Adams,adamsmi01,1994,4723,2337,1.806476276,-1.59210922,0.214367056,3.528628615,3.528628615,0,1.694918475,-1.018023885,0.67689459,-0.16056791
Michael Adams,adamsmi01,1995,871,454,3.74378566,0.210146321,3.953931982,1.558978178,1.538196786,0.020781392,3.573936199,-0.05644915,3.517487049,0.386076752
Michael Adams,adamsmi01,1996,635,329,1.638377607,0.515544686,2.153922293,0.825116363,0.825116363,0,1.653087009,-0.049078267,1.604008742,0.221807225
Steven Adams,adamsst01,2014,3078,1528,-1.477307512,-0.300116319,-1.777423832,0.741983669,1.087876915,-0.345893247,-1.739690093,1.022961561,-0.716728532,-0.076885499
Steven Adams,adamsst01,2015,3537,1771,-1.859905727,1.972597164,0.112691438,2.569431836,2.569431836,0,-2.254183977,1.950513493,-0.303670484,-0.637424446
Steven Adams,adamsst01,2016,5203,2567,1.305029655,4.157908948,5.462938603,10.71133281,8.899270344,1.812062468,1.905361444,3.711730317,5.617091761,-0.807926917
Steven Adams,adamsst01,2017,5279,2546,-1.626024544,1.772211917,0.146187373,3.775858111,3.143711406,0.632146706,-1.631719557,2.405590986,0.773871429,-0.006770004
Steven Adams,adamsst01,2018,5530,2687,1.467602698,1.140201316,2.607804014,7.34142524,6.779274475,0.562150765,1.496105161,1.578665787,3.074770949,-0.278540995
Steven Adams,adamsst01,2019,6164,2828,-0.071750204,1.875017591,1.803267387,6.601450742,6.428883158,0.172567584,-0.447206789,2.972406085,2.525199297,0.497952287
Steven Adams,adamsst01,2020,3964,1890,0.315796723,1.657407958,1.973204682,4.542774677,4.329822987,0.21295169,-0.458574738,1.63283925,1.174264512,-0.445224446
Steven Adams,adamsst01,2021,3313,1605,-.5422968857270318,1.044020901375203,.5017240156481708,2.630392460475527,2.630392460475527,0,-.7283666850613467,1.333237332272016,.6048706472106694,-1.226775224493624
Steven Adams,adamsst01,2022,4392,2113,1.685480149685471,.4503484666970344,2.135828616382506,5.263587097232344,5.140587252649321,.1229998445830231,1.373339501557484,1.526354478379057,2.899693979936541,-.2424297566585475
Rafael Addison,addisra01,1987,1528,711,-2.151859444,-1.087933975,-3.239793419,-0.178347375,-0.178347375,0,-1.999306638,-1.768791243,-3.768097881,0.386860708
Rafael Addison,addisra01,1992,2445,1184,-1.73698626,-1.450157666,-3.187143926,-0.265231764,-0.236685257,-0.028546507,-2.180781916,-1.971426571,-4.152208487,-0.038634776
Rafael Addison,addisra01,1993,2458,1217,-3.017325075,-1.433110413,-4.450435488,-1.056380268,-1.065788961,0.009408693,-3.275737088,-1.803270545,-5.079007633,0.242044449
Rafael Addison,addisra01,1995,3488,1776,-1.727477379,-1.508485706,-3.235963085,-0.442596617,-0.442596617,0,-2.089057848,-1.240050998,-3.329108846,0.482265618
Rafael Addison,addisra01,1996,996,516,-3.339751895,-1.855861781,-5.195613675,-0.647060541,-0.647060541,0,-3.771091814,-2.311197015,-6.082288829,0.46486777
Rafael Addison,addisra01,1997,663,355,-1.762704823,-2.04290348,-3.805608303,-0.192125021,-0.192125021,0,-2.060163592,-2.338664093,-4.398827685,0.444920406
Bam Adebayo,adebaba01,2018,2921,1445,-2.219373354,1.039458046,-1.179915308,1.172123132,1.348868962,-0.17674583,-2.719828784,0.461893641,-2.257935143,-0.812342362
Bam Adebayo,adebaba01,2019,3965,1913,-1.875309771,2.676011508,0.800701737,3.451223821,3.451223821,0,-2.152282678,2.278351869,0.126069191,-0.420701969
Bam Adebayo,adebaba01,2020,6336,3104,-0.103948623,2.226652203,2.12270358,7.755916187,5.311195444,2.444720743,0.722645023,1.480391375,2.203036398,-0.64909472
Bam Adebayo,adebaba01,2021,4655,2279,.1144634891750198,1.774596588008502,1.889060077183521,5.406504063603092,5.372651993406977,.0338520701961142,.1428429781081344,1.448065758069873,1.590908736178008,.0069677629961051
Bam Adebayo,adebaba01,2022,4893,2439,.0070846219723953,3.848342284714114,3.855426906686509,8.275218537607781,6.102629373035682,2.1725891645721,.3054921966733931,3.410085395878605,3.715577592551999,-.1181483782609398
Deng Adel,adelde01,2019,391,194,-6.33371243,0.558883109,-5.774829321,-0.29588577,-0.29588577,0,-6.224152153,-2.111308565,-8.335460717,-1.194190583
Jeff Adrien,adrieje01,2011,392,196,-2.498996525,-1.763299263,-4.262295789,-0.151244587,-0.151244587,0,-3.004506626,-2.382543985,-5.387050611,0.009994521
Jeff Adrien,adrieje01,2012,122,63,-2.873603967,-1.310644884,-4.184248851,-0.046685865,-0.046685865,0,-3.479665093,-0.96204679,-4.441711883,1.172658228
Jeff Adrien,adrieje01,2013,1375,713,-1.948567285,-0.68553432,-2.634101605,0.042100378,0.042100378,0,-2.328817523,-1.016782509,-3.345600031,-0.133120893
Jeff Adrien,adrieje01,2014,1908,961,0.164665749,-2.104197284,-1.939531535,0.391857954,0.391857954,0,-0.755613773,-1.681563346,-2.437177119,-0.370574985
Jeff Adrien,adrieje01,2015,442,215,-1.041614438,0.917083263,-0.124531175,0.288294064,0.288294064,0,-1.667230294,-0.439532817,-2.106763111,0.099396392
Arron Afflalo,afflaar01,2008,1934,1054,-2.171969909,1.073756459,-1.09821345,0.892136035,0.81472696,0.077409075,-2.482758781,0.296044885,-2.186713895,0.150290668
Arron Afflalo,afflaar01,2009,2371,1300,-1.077158589,-0.714294485,-1.791453074,0.644357597,0.561327275,0.083030323,-1.526903572,-0.907428452,-2.434332023,0.533564125
Arron Afflalo,afflaar01,2010,4680,2341,0.371426836,-0.429075392,-0.057648556,3.227140916,2.92122235,0.305918566,0.082263546,-0.42845779,-0.346194243,0.082422221
Arron Afflalo,afflaar01,2011,4851,2409,1.592216769,-0.483047223,1.109169546,4.713135834,4.726502428,-0.013366593,1.282976811,-0.315056639,0.967920171,-0.489893727
Arron Afflalo,afflaar01,2012,4577,2315,1.393254618,-1.473209814,-0.079955196,3.144080798,2.977159222,0.166921576,1.228906615,-1.143893185,0.08501343,-0.24085187
Arron Afflalo,afflaar01,2013,4482,2307,-0.379040341,-2.659854332,-3.038894672,-0.339785596,-0.339785596,0,-0.508147992,-2.308671028,-2.816819019,-0.069136008
Arron Afflalo,afflaar01,2014,5047,2552,1.22425804,-3.02318616,-1.79892812,1.231903915,1.231903915,0,0.411376476,-2.771831196,-2.360454719,-0.49730894
Arron Afflalo,afflaar01,2015,5125,2562,-0.985917143,-1.673151448,-2.659068591,0.097940159,0.519802548,-0.421862388,-1.442768212,-1.319810011,-2.762578223,-0.674047569
Arron Afflalo,afflaar01,2016,4648,2371,-0.625410261,-2.481338924,-3.106749185,-0.424460423,-0.424460423,0,-0.840530106,-2.375143951,-3.215674058,-1.606045594
Arron Afflalo,afflaar01,2017,3146,1580,-1.252486813,-4.757288217,-6.00977503,-2.593034888,-2.593034888,0,-1.84469576,-4.240256022,-6.084951782,-1.296124622
Arron Afflalo,afflaar01,2018,1389,682,-2.858956209,-1.524033967,-4.382990176,-0.562242617,-0.562242617,0,-3.633802694,-3.040735815,-6.67453851,-1.041661365
Maurice Ager,agerma01,2007,451,238,-5.627079144,-1.893918415,-7.520997558,-0.588829494,-0.632562468,0.043732974,-5.520780947,-2.680618991,-8.201399938,0.947613031
Maurice Ager,agerma01,2008,316,165,-4.46524407,-2.74948795,-7.214732019,-0.383936537,-0.383936537,0,-4.684532925,-3.848747988,-8.533280913,1.268861342
Maurice Ager,agerma01,2009,184,97,-5.613656172,-2.194438621,-7.808094793,-0.25490755,-0.25490755,0,-5.785665599,-2.558838785,-8.344504384,1.699985575
Maurice Ager,agerma01,2011,59,29,-2.602274981,-2.117134051,-4.719409032,-0.029283353,-0.029283353,0,-2.660113512,-3.13455112,-5.794664632,0.461737631
Mark Aguirre,aguirma01,1982,3047,1468,0.391569017,-1.207204131,-0.815635114,1.451425782,1.451425782,0,0.703490381,-1.309933134,-0.606442752,0.185898618
Mark Aguirre,aguirma01,1983,6031,2784,2.967466393,-1.204380563,1.76308583,6.407480659,6.407480659,0,3.371264288,-1.107282797,2.263981491,-0.047074921
Mark Aguirre,aguirma01,1984,6742,3250,3.342605918,-0.963282096,2.379323822,8.491711792,8.020452006,0.471259786,3.58908924,-0.848138762,2.740950477,-0.04716989
Mark Aguirre,aguirma01,1985,5954,2863,2.812891045,-1.416397565,1.39649348,6.068917687,5.708722769,0.360194918,3.119478004,-1.328040417,1.791437586,0.019213708
Mark Aguirre,aguirma01,1986,6090,2846,2.578610979,-1.592892033,0.985718946,5.471588912,4.412596846,1.058992067,2.980690857,-1.427390948,1.553299909,-0.075242227
Mark Aguirre,aguirma01,1987,5919,2793,3.936644864,-0.806001828,3.130643036,8.398899261,7.958432448,0.440466813,4.344932621,-0.764074324,3.580858297,0.071441386
