cycle,state,modeldate,candidate_name,candidate_id,pct_estimate,pct_trend_adjusted,timestamp,comment,election_date,election_qdate,last_qdate,last_enddate,_medpoly2,trend_medpoly2,_shortpoly0,trend_shortpoly0,sum_weight_medium,sum_weight_short,sum_influence,sum_nat_influence,_minpoints,_defaultbasetime,_numloops,_state_houseeffects_weight,_state_trendline_weight,_out_of_state_house_discount,_house_effects_multiplier,_attenuate_endpoints,_nonlinear_polynomial_degree,_shortpoly_combpoly_weight,_nat_shortpoly_combpoly_weight
2016,Minnesota,3/3/2016,Donald Trump,9849,40.25981,38.38002,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,73,1/20/2016,,,40.259812,38.380024,1.084677,1.084677,1.084677,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Montana,3/3/2016,Donald Trump,9849,55.84407,52.12106,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,13,11/23/2015,,,55.844066,52.121059,.4694052,.4694052,.4694052,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,National,3/3/2016,Donald Trump,9849,42.9214,42.44001,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,115,3/3/2016,42.447379,42.386132,43.395429,42.493883,54.51669,62.48756,8.461908,8.461908,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Nevada,3/3/2016,Donald Trump,9849,46.28437,41.72754,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,6,11/16/2015,,,46.284366,41.727535,.7816904,.7816904,.7816904,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,New Hampshire,3/3/2016,Donald Trump,9849,41.26325,39.64256,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,109,2/28/2016,40.440873,39.552022,41.427723,39.660664,9.321606,9.321606,3.470526,.8122557,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,New Jersey,3/3/2016,Donald Trump,9849,38.23107,37.87658,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,111,2/28/2016,,,38.231072,37.876576,1.059748,1.059748,1.059748,.8616768,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,New York,3/3/2016,Donald Trump,9849,35.19905,34.54594,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,115,3/3/2016,,,35.199056,34.545939,2.292912,2.393991,1.376205,1.175688,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,North Carolina,3/3/2016,Donald Trump,9849,44.26028,43.30642,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,102,2/19/2016,43.419103,42.84673,44.428513,43.398352,7.017797,7.017797,5.563706,1.608383,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Ohio,3/3/2016,Donald Trump,9849,43.62766,43.08505,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,103,2/20/2016,,,43.627659,43.085048,2.498985,2.498985,2.428324,1.015099,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Pennsylvania,3/3/2016,Donald Trump,9849,42.75623,42.34789,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,116,3/2/2016,,,42.756226,42.347888,1.499532,1.499532,1.172013,1.186391,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,South Carolina,3/3/2016,Donald Trump,9849,46.28437,42.67881,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,6,11/16/2015,,,46.284366,42.67881,.7809128,.7809128,.7809128,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Texas,3/3/2016,Donald Trump,9849,46.98365,46.2808,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,107,2/22/2016,,,46.983646,46.280804,1.799316,1.799316,1.799316,1.126718,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Utah,3/3/2016,Donald Trump,9849,37.2043,34.74948,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,34,12/14/2015,,,37.204296,34.749477,.5865651,.5865651,.5865651,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Virginia,3/3/2016,Donald Trump,9849,37.47325,35.77851,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,105,2/22/2016,37.289689,36.495688,37.509958,35.635076,2.093773,2.093773,1.360229,.3894523,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,West Virginia,3/3/2016,Donald Trump,9849,61,60.41967,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,107,2/22/2016,,,61,60.419666,.5626372,.5626372,.5626372,.3523191,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Wisconsin,3/3/2016,Donald Trump,9849,39.85077,38.14385,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,105,2/21/2016,39.553864,38.729296,39.910153,38.026762,3.306806,3.306806,2.057189,.574262,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Alabama,3/3/2016,Hillary Rodham Clinton,9207,32.67097,32.84491,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,66,1/12/2016,,,32.670974,32.844913,1.293506,1.293506,1.293506,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Alaska,3/3/2016,Hillary Rodham Clinton,9207,44.82401,45.08152,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,63,1/12/2016,,,44.824013,45.081524,.8274046,.8274046,.8274046,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Arizona,3/3/2016,Hillary Rodham Clinton,9207,42,40.0138,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,30,12/9/2015,,,42,40.013798,.8299773,.8299773,.8299773,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Colorado,3/3/2016,Hillary Rodham Clinton,9207,42.03014,41.31678,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,113,2/29/2016,,,42.030141,41.31678,2.209496,2.209496,1.012831,.6910744,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Florida,3/3/2016,Hillary Rodham Clinton,9207,44.90705,44.34629,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,110,2/25/2016,44.525869,44.386938,44.983282,44.338154,4.328866,4.328866,2.770836,.9420227,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Georgia,3/3/2016,Hillary Rodham Clinton,9207,41.02863,40.96251,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,108,2/23/2016,,,41.028633,40.962509,1.775305,1.775305,1.775305,1.194635,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Illinois,3/3/2016,Hillary Rodham Clinton,9207,36.5,36.77266,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,63,1/9/2016,,,36.5,36.772659,.7289574,.7289574,.7289574,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Iowa,3/3/2016,Hillary Rodham Clinton,9207,45.31864,45.08527,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,63,1/10/2016,45.157377,45.484846,45.350893,45.005355,5.338463,5.338463,4.136615,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Kansas,3/3/2016,Hillary Rodham Clinton,9207,37.2351,37.17752,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,108,2/26/2016,,,37.235096,37.17752,.3886382,.3886382,.3886382,.2615218,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Michigan,3/3/2016,Hillary Rodham Clinton,9207,48.94632,48.92916,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,116,3/3/2016,50.331258,50.332246,48.669327,48.648538,4.180455,4.180455,3.278449,3.134945,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Minnesota,3/3/2016,Hillary Rodham Clinton,9207,43.72152,43.61113,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,73,1/20/2016,,,43.721515,43.611126,1.084677,1.084677,1.084677,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Montana,3/3/2016,Hillary Rodham Clinton,9207,31.16828,29.85276,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,13,11/23/2015,,,31.168275,29.852756,.4694052,.4694052,.4694052,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,National,3/3/2016,Hillary Rodham Clinton,9207,47.38879,47.13026,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,115,3/3/2016,47.482154,47.201392,47.295415,47.05913,54.51669,62.48756,8.461908,8.461908,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Nevada,3/3/2016,Hillary Rodham Clinton,9207,42.14902,40.59892,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,6,11/16/2015,,,42.149017,40.598915,.7816904,.7816904,.7816904,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,New Hampshire,3/3/2016,Hillary Rodham Clinton,9207,46.90771,46.53025,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,109,2/28/2016,46.213225,45.880746,47.046604,46.660153,9.321606,9.321606,3.470526,.8122557,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,New Jersey,3/3/2016,Hillary Rodham Clinton,9207,52.72868,52.72894,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,111,2/28/2016,,,52.728676,52.728939,1.059748,1.059748,1.059748,.8616768,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,New York,3/3/2016,Hillary Rodham Clinton,9207,57.71964,57.55657,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,115,3/3/2016,,,57.719635,57.556568,2.292912,2.393991,1.376205,1.175688,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,North Carolina,3/3/2016,Hillary Rodham Clinton,9207,44.42224,44.09425,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,102,2/19/2016,44.725157,44.543866,44.36166,44.004333,7.017797,7.017797,5.563706,1.608383,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Ohio,3/3/2016,Hillary Rodham Clinton,9207,40.64627,40.60757,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,103,2/20/2016,,,40.646266,40.607575,2.498985,2.498985,2.428324,1.015099,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Pennsylvania,3/3/2016,Hillary Rodham Clinton,9207,44.8965,44.84734,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,116,3/2/2016,,,44.896504,44.847338,1.499532,1.499532,1.172013,1.186391,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,South Carolina,3/3/2016,Hillary Rodham Clinton,9207,42.14902,40.84846,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,6,11/16/2015,,,42.149017,40.848465,.7809128,.7809128,.7809128,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Texas,3/3/2016,Hillary Rodham Clinton,9207,44.02897,43.90934,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,107,2/22/2016,,,44.028969,43.90934,1.799316,1.799316,1.799316,1.126718,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Utah,3/3/2016,Hillary Rodham Clinton,9207,29.14013,27.61069,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,34,12/14/2015,,,29.140133,27.610689,.5865651,.5865651,.5865651,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Virginia,3/3/2016,Hillary Rodham Clinton,9207,49.96832,49.54266,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,105,2/22/2016,49.507496,49.525675,50.060484,49.546062,2.093773,2.093773,1.360229,.3894523,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,West Virginia,3/3/2016,Hillary Rodham Clinton,9207,24,23.9663,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,107,2/22/2016,,,24,23.966297,.5626372,.5626372,.5626372,.3523191,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Wisconsin,3/3/2016,Hillary Rodham Clinton,9207,48.39363,48.03135,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,105,2/21/2016,48.30381,48.332798,48.4116,47.971063,3.306806,3.306806,2.057189,.574262,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Alabama,3/4/2016,Donald Trump,9849,70.11154,68.40449,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,66,1/12/2016,,,70.111542,68.404487,1.293506,1.293506,1.293506,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Alaska,3/4/2016,Donald Trump,9849,51.63032,49.37394,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,63,1/12/2016,,,51.630321,49.37394,.8274046,.8274046,.8274046,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Arizona,3/4/2016,Donald Trump,9849,44,40.66024,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,30,12/9/2015,,,44,40.660237,.8299773,.8299773,.8299773,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Colorado,3/4/2016,Donald Trump,9849,45.95164,43.24126,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,113,2/29/2016,,,45.951637,43.241263,2.209496,2.209496,1.012831,.6554546,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Florida,3/4/2016,Donald Trump,9849,46.5463,44.43505,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,110,2/25/2016,47.394664,46.396706,46.376631,44.042716,4.328866,4.328866,2.770836,.8833147,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Georgia,3/4/2016,Donald Trump,9849,49.98364,49.31447,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,108,2/23/2016,,,49.983639,49.314472,1.775305,1.775305,1.775305,1.111682,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Illinois,3/4/2016,Donald Trump,9849,27.5,25.41646,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,63,1/9/2016,,,27.500001,25.416458,.7289574,.7289574,.7289574,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Iowa,3/4/2016,Donald Trump,9849,43.18541,40.8683,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,63,1/10/2016,43.199,41.168692,43.182685,40.808225,5.338463,5.338463,4.136615,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Kansas,3/4/2016,Donald Trump,9849,50.45487,49.63258,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,108,2/26/2016,,,50.454872,49.632584,.3886382,.3886382,.3886382,.2433623,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Michigan,3/4/2016,Donald Trump,9849,38.92212,38.40537,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,116,3/3/2016,38.488363,38.310459,39.008876,38.424355,4.180455,4.180455,3.278449,2.980875,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Minnesota,3/4/2016,Donald Trump,9849,40.25999,38.08333,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,73,1/20/2016,,,40.259991,38.083329,1.084677,1.084677,1.084677,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Missouri,3/4/2016,Donald Trump,9849,43,43,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,118,3/4/2016,,,43,43,.9642869,.9642869,.9642869,1.054401,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Montana,3/4/2016,Donald Trump,9849,55.84353,51.83164,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,13,11/23/2015,,,55.843529,51.831638,.4694052,.4694052,.4694052,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,National,3/4/2016,Donald Trump,9849,42.70839,42.10922,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,116,3/4/2016,42.11465,42.017289,43.302122,42.201158,54.63187,62.68411,8.040898,8.040898,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Nevada,3/4/2016,Donald Trump,9849,46.28382,41.3851,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,6,11/16/2015,,,46.283825,41.385101,.7816904,.7816904,.7816904,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,New Hampshire,3/4/2016,Donald Trump,9849,41.26338,39.39946,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,109,2/28/2016,40.440922,39.365505,41.427875,39.406255,9.321606,9.321606,3.470526,.7575725,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,New Jersey,3/4/2016,Donald Trump,9849,38.23125,37.75459,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,111,2/28/2016,,,38.231251,37.754585,1.059748,1.059748,1.059748,.8121591,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,New York,3/4/2016,Donald Trump,9849,35.19923,34.38905,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,115,3/3/2016,,,35.199228,34.389046,2.292912,2.393991,1.376205,1.117634,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,North Carolina,3/4/2016,Donald Trump,9849,44.26038,43.10411,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,102,2/19/2016,43.419157,42.671132,44.428623,43.190709,7.017797,7.017797,5.563706,1.384402,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Ohio,3/4/2016,Donald Trump,9849,43.6278,42.89187,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,103,2/20/2016,,,43.627797,42.891867,2.498985,2.498985,2.428324,.8983319,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Pennsylvania,3/4/2016,Donald Trump,9849,42.75599,42.27952,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,116,3/2/2016,,,42.755987,42.27952,1.499532,1.499532,1.172013,1.116324,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,South Carolina,3/4/2016,Donald Trump,9849,46.28382,42.40171,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,6,11/16/2015,,,46.283825,42.40171,.7809128,.7809128,.7809128,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Texas,3/4/2016,Donald Trump,9849,46.98368,46.0857,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,107,2/22/2016,,,46.983677,46.085705,1.799316,1.799316,1.799316,1.042643,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Utah,3/4/2016,Donald Trump,9849,37.20378,34.41109,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,34,12/14/2015,,,37.203777,34.411095,.5865651,.5865651,.5865651,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Virginia,3/4/2016,Donald Trump,9849,37.47329,35.54412,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,105,2/22/2016,37.289676,36.284801,37.510015,35.395985,2.093773,2.093773,1.360229,.3552939,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,West Virginia,3/4/2016,Donald Trump,9849,61,60.2645,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,107,2/22/2016,,,61,60.264496,.5626372,.5626372,.5626372,.3260293,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Wisconsin,3/4/2016,Donald Trump,9849,39.85095,37.91355,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,105,2/21/2016,39.554044,38.515243,39.910333,37.793211,3.306806,3.306806,2.057189,.5238943,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Alabama,3/4/2016,Hillary Rodham Clinton,9207,32.67096,32.79052,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,66,1/12/2016,,,32.670963,32.790516,1.293506,1.293506,1.293506,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Alaska,3/4/2016,Hillary Rodham Clinton,9207,44.824,45.01081,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,63,1/12/2016,,,44.823998,45.010807,.8274046,.8274046,.8274046,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Arizona,3/4/2016,Hillary Rodham Clinton,9207,42,39.93046,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,30,12/9/2015,,,42,39.930462,.8299773,.8299773,.8299773,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Colorado,3/4/2016,Hillary Rodham Clinton,9207,42.0302,41.22924,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,113,2/29/2016,,,42.030203,41.229235,2.209496,2.209496,1.012831,.6554546,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Florida,3/4/2016,Hillary Rodham Clinton,9207,44.90715,44.27904,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,110,2/25/2016,44.526097,44.330322,44.98336,44.268787,4.328866,4.328866,2.770836,.8833147,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Georgia,3/4/2016,Hillary Rodham Clinton,9207,41.0287,40.92185,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,108,2/23/2016,,,41.028702,40.921852,1.775305,1.775305,1.775305,1.111682,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Illinois,3/4/2016,Hillary Rodham Clinton,9207,36.5,36.69793,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,63,1/9/2016,,,36.5,36.697929,.7289574,.7289574,.7289574,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Iowa,3/4/2016,Hillary Rodham Clinton,9207,45.31878,45.02062,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,63,1/10/2016,45.1575,45.422782,45.351038,44.940184,5.338463,5.338463,4.136615,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Kansas,3/4/2016,Hillary Rodham Clinton,9207,37.23573,37.12932,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,108,2/26/2016,,,37.235733,37.129322,.3886382,.3886382,.3886382,.2433623,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Michigan,3/4/2016,Hillary Rodham Clinton,9207,48.94638,48.90551,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,116,3/3/2016,50.331338,50.319011,48.669388,48.622803,4.180455,4.180455,3.278449,2.980875,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Minnesota,3/4/2016,Hillary Rodham Clinton,9207,43.7215,43.54032,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,73,1/20/2016,,,43.7215,43.540321,1.084677,1.084677,1.084677,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Missouri,3/4/2016,Hillary Rodham Clinton,9207,38,38,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,118,3/4/2016,,,38,38,.9642869,.9642869,.9642869,1.054401,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Montana,3/4/2016,Hillary Rodham Clinton,9207,31.16888,29.79341,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,13,11/23/2015,,,31.16888,29.793411,.4694052,.4694052,.4694052,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,National,3/4/2016,Hillary Rodham Clinton,9207,47.35847,47.07659,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,116,3/4/2016,47.433959,47.153644,47.282974,46.999542,54.63187,62.68411,8.040898,8.040898,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Nevada,3/4/2016,Hillary Rodham Clinton,9207,42.14941,40.5206,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,6,11/16/2015,,,42.14941,40.520599,.7816904,.7816904,.7816904,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,New Hampshire,3/4/2016,Hillary Rodham Clinton,9207,46.90776,46.47194,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,109,2/28/2016,46.213192,45.832988,47.046674,46.599728,9.321606,9.321606,3.470526,.7575725,5,20,5,.5,.5,.02,1,yes,2,.8,.5
