id,name,abbreviation,other_names,description,classification,parent_id,founding_date,dissolution_date,image,url,jurisdiction_code,phone,email,address,contact,tags,source_url
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-ausbildungszentrum-der-bundesverwaltung-azb-aus-und-weiterbildung-mitarbeitende,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Ausbildungszentrum der Bundesverwaltung AZB - Aus- und Weiterbildung Mitarbeitende,und Weiterbildung Mitarbeitende,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-ausbildungszentrum-der-bundesverwaltung-azb,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Aus-+und+Weiterbildung+Mitarbeitende,ou=Ausbildungszentrum+der+Bundesverwaltung,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 71 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Aus-+und+Weiterbildung+Mitarbeitende,ou=Ausbildungszentrum+der+Bundesverwaltung,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-ausbildungszentrum-der-bundesverwaltung-azb-berufliche-grundbildung,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Ausbildungszentrum der Bundesverwaltung AZB - Berufliche Grundbildung,,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-ausbildungszentrum-der-bundesverwaltung-azb,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Berufliche+Grundbildung,ou=Ausbildungszentrum+der+Bundesverwaltung,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 71 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Berufliche+Grundbildung,ou=Ausbildungszentrum+der+Bundesverwaltung,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-ausbildungszentrum-der-bundesverwaltung-azb-it-unterstuetzung-aus-und-weiterbildung-bundesverwaltung,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Ausbildungszentrum der Bundesverwaltung AZB - IT-Unterstützung Aus- und Weiterbildung Bundesverwaltung,und Weiterbildung Bundesverwaltung,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-ausbildungszentrum-der-bundesverwaltung-azb,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=IT-Unterstuetzung+Aus-+und+Weiterbild.+BV,ou=Ausbildungszentrum+der+Bundesverwaltung,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 71 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=IT-Unterstuetzung+Aus-+und+Weiterbild.+BV,ou=Ausbildungszentrum+der+Bundesverwaltung,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personaldatenmanagement-und-ressourcen-epa,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Personaldatenmanagement und Ressourcen EPA,,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Personaldatenmanag.+und+Ressourcen+EPA,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 71 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Personaldatenmanag.+und+Ressourcen+EPA,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personaldatenmanagement-und-ressourcen-epa-finanzdienst,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Personaldatenmanagement und Ressourcen EPA - Finanzdienst,,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personaldatenmanagement-und-ressourcen-epa,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Finanzdienst,ou=Personaldatenmanag.+und+Ressourcen+EPA,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 71 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Finanzdienst,ou=Personaldatenmanag.+und+Ressourcen+EPA,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personaldatenmanagement-und-ressourcen-epa-service-center,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Personaldatenmanagement und Ressourcen EPA - Service Center,,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personaldatenmanagement-und-ressourcen-epa,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Service+Center,ou=Personaldatenmanag.+und+Ressourcen+EPA,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 71 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Service+Center,ou=Personaldatenmanag.+und+Ressourcen+EPA,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personaldatenmanagement-und-ressourcen-epa-competence-center-human-resources-cchr-,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Personaldatenmanagement und Ressourcen EPA - Competence Center Human Resources (CCHR),,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personaldatenmanagement-und-ressourcen-epa,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=CCHR,ou=Personaldatenmanag.+und+Ressourcen+EPA,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 71 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=CCHR,ou=Personaldatenmanag.+und+Ressourcen+EPA,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personaldatenmanagement-und-ressourcen-epa-competence-center-human-resources-cchr-honorierung-und-personaladministration,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Personaldatenmanagement und Ressourcen EPA - Competence Center Human Resources (CCHR) - Honorierung und Personaladministration,,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personaldatenmanagement-und-ressourcen-epa-competence-center-human-resources-cchr-,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Honorierung+und+Personaladministration,ou=CCHR,ou=Personaldatenmanag.+und+Ressourcen+EPA,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 71 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Honorierung+und+Personaladministration,ou=CCHR,ou=Personaldatenmanag.+und+Ressourcen+EPA,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personaldatenmanagement-und-ressourcen-epa-competence-center-human-resources-cchr-personalentwicklung-und-planung,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Personaldatenmanagement und Ressourcen EPA - Competence Center Human Resources (CCHR) - Personalentwicklung und Planung,,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personaldatenmanagement-und-ressourcen-epa-competence-center-human-resources-cchr-,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Personalentwicklung+und+Planung,ou=CCHR,ou=Personaldatenmanag.+und+Ressourcen+EPA,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 71 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Personalentwicklung+und+Planung,ou=CCHR,ou=Personaldatenmanag.+und+Ressourcen+EPA,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personaldatenmanagement-und-ressourcen-epa-it-integrationsmanagement,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Personaldatenmanagement und Ressourcen EPA - IT-Integrationsmanagement,Integrationsmanagement,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personaldatenmanagement-und-ressourcen-epa,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=IT-Integrationsmanagement,ou=Personaldatenmanag.+und+Ressourcen+EPA,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 71 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=IT-Integrationsmanagement,ou=Personaldatenmanag.+und+Ressourcen+EPA,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personaldatenmanagement-und-ressourcen-epa-it-architektur-und-projektmanagement,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Personaldatenmanagement und Ressourcen EPA - IT-Architektur- und Projektmanagement,und Projektmanagement,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personaldatenmanagement-und-ressourcen-epa,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=IT-Architektur-+und+Projektmanagement,ou=Personaldatenmanag.+und+Ressourcen+EPA,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 71 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=IT-Architektur-+und+Projektmanagement,ou=Personaldatenmanag.+und+Ressourcen+EPA,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personaldatenmanagement-und-ressourcen-epa-dienstleistungszentrum-personal-efd,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Personaldatenmanagement und Ressourcen EPA - Dienstleistungszentrum Personal EFD,,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personaldatenmanagement-und-ressourcen-epa,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Dienstleistungszentrum+Personal+EFD,ou=Personaldatenmanag.+und+Ressourcen+EPA,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,personaladministration@epa-dlz.admin.ch,Eigerstrasse 71 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Dienstleistungszentrum+Personal+EFD,ou=Personaldatenmanag.+und+Ressourcen+EPA,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personaldatenmanagement-und-ressourcen-epa-dienstleistungszentrum-personal-efd-team-a,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Personaldatenmanagement und Ressourcen EPA - Dienstleistungszentrum Personal EFD - Team A,,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personaldatenmanagement-und-ressourcen-epa-dienstleistungszentrum-personal-efd,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Team+A,ou=Dienstleistungszentrum+Personal+EFD,ou=Personaldatenmanag.+und+Ressourcen+EPA,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 71 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Team+A,ou=Dienstleistungszentrum+Personal+EFD,ou=Personaldatenmanag.+und+Ressourcen+EPA,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personaldatenmanagement-und-ressourcen-epa-dienstleistungszentrum-personal-efd-team-b,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Personaldatenmanagement und Ressourcen EPA - Dienstleistungszentrum Personal EFD - Team B,,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personaldatenmanagement-und-ressourcen-epa-dienstleistungszentrum-personal-efd,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Team+B,ou=Dienstleistungszentrum+Personal+EFD,ou=Personaldatenmanag.+und+Ressourcen+EPA,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 71 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Team+B,ou=Dienstleistungszentrum+Personal+EFD,ou=Personaldatenmanag.+und+Ressourcen+EPA,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personaldatenmanagement-und-ressourcen-epa-dienstleistungszentrum-personal-efd-team-c,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Personaldatenmanagement und Ressourcen EPA - Dienstleistungszentrum Personal EFD - Team C,,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personaldatenmanagement-und-ressourcen-epa-dienstleistungszentrum-personal-efd,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Team+C,ou=Dienstleistungszentrum+Personal+EFD,ou=Personaldatenmanag.+und+Ressourcen+EPA,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 71 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Team+C,ou=Dienstleistungszentrum+Personal+EFD,ou=Personaldatenmanag.+und+Ressourcen+EPA,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personaldatenmanagement-und-ressourcen-epa-dienstleistungszentrum-personal-efd-support,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Personaldatenmanagement und Ressourcen EPA - Dienstleistungszentrum Personal EFD - Support,,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personaldatenmanagement-und-ressourcen-epa-dienstleistungszentrum-personal-efd,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Support,ou=Dienstleistungszentrum+Personal+EFD,ou=Personaldatenmanag.+und+Ressourcen+EPA,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 71 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Support,ou=Dienstleistungszentrum+Personal+EFD,ou=Personaldatenmanag.+und+Ressourcen+EPA,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-vertrauensstelle-fuer-das-bundespersonal,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Vertrauensstelle für das Bundespersonal,,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Vertrauensstelle+fuer+das+Bundespersonal,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,vs@vspb.admin.ch,Belpstrasse 18 3007 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Vertrauensstelle+fuer+das+Bundespersonal,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessische-steuerverwaltung,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössische Steuerverwaltung,ESTV,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement,,,,http://www.estv.admin.ch,CH,,,Eigerstrasse 65 3003 Bern     www.estv.admin.ch/ ,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Eidg.+Steuerverwaltung,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessische-steuerverwaltung-direktion,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössische Steuerverwaltung - Direktion,,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessische-steuerverwaltung,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Direktion,ou=Eidg.+Steuerverwaltung,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 65 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Direktion,ou=Eidg.+Steuerverwaltung,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessische-steuerverwaltung-direktion-direktionsstab-ds-,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössische Steuerverwaltung - Direktion - Direktionsstab (DS),,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessische-steuerverwaltung-direktion,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Direktionsstab+(DS),ou=Direktion,ou=Eidg.+Steuerverwaltung,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 65 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Direktionsstab+(DS),ou=Direktion,ou=Eidg.+Steuerverwaltung,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessische-steuerverwaltung-direktion-direktionsstab-ds-ds-bundesrats-und-parlamentsgeschaefte,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössische Steuerverwaltung - Direktion - Direktionsstab (DS) - DS - Bundesrats- und Parlamentsgeschäfte,und Parlamentsgeschäfte,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessische-steuerverwaltung-direktion-direktionsstab-ds-,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=DS+-+Bundesrats-+und+Parlamentsgeschaefte,ou=Direktionsstab+(DS),ou=Direktion,ou=Eidg.+Steuerverwaltung,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 65 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=DS+-+Bundesrats-+und+Parlamentsgeschaefte,ou=Direktionsstab+(DS),ou=Direktion,ou=Eidg.+Steuerverwaltung,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessische-steuerverwaltung-direktion-direktionsstab-ds-ds-kommunikation-medien,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössische Steuerverwaltung - Direktion - Direktionsstab (DS) - DS - Kommunikation Medien,Kommunikation Medien,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessische-steuerverwaltung-direktion-direktionsstab-ds-,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=DS+-+Kommunikation+Medien,ou=Direktionsstab+(DS),ou=Direktion,ou=Eidg.+Steuerverwaltung,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 65 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=DS+-+Kommunikation+Medien,ou=Direktionsstab+(DS),ou=Direktion,ou=Eidg.+Steuerverwaltung,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessische-steuerverwaltung-direktion-steuerpolitik-stp-,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössische Steuerverwaltung - Direktion - Steuerpolitik (STP),,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessische-steuerverwaltung-direktion,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Steuerpolitik+(STP),ou=Direktion,ou=Eidg.+Steuerverwaltung,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 65 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Steuerpolitik+(STP),ou=Direktion,ou=Eidg.+Steuerverwaltung,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessische-steuerverwaltung-direktion-finanzinspektorat-fisp-,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössische Steuerverwaltung - Direktion - Finanzinspektorat (FISP),,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessische-steuerverwaltung-direktion,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Finanzinspektorat+(FISP),ou=Direktion,ou=Eidg.+Steuerverwaltung,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Schwarztorstrasse 50 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Finanzinspektorat+(FISP),ou=Direktion,ou=Eidg.+Steuerverwaltung,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessische-steuerverwaltung-direktion-personal-und-organisation,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössische Steuerverwaltung - Direktion - Personal und Organisation,,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessische-steuerverwaltung-direktion,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Personal+und+Organisation+(P-O),ou=Direktion,ou=Eidg.+Steuerverwaltung,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 65 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Personal+und+Organisation+(P-O),ou=Direktion,ou=Eidg.+Steuerverwaltung,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessische-steuerverwaltung-direktion-informatik,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössische Steuerverwaltung - Direktion - Informatik,,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessische-steuerverwaltung-direktion,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Informatik+(IT),ou=Direktion,ou=Eidg.+Steuerverwaltung,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 65 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Informatik+(IT),ou=Direktion,ou=Eidg.+Steuerverwaltung,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessische-steuerverwaltung-direktion-informatik-informatik-team-betrieb,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössische Steuerverwaltung - Direktion - Informatik - Informatik - Team Betrieb,Team Betrieb,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessische-steuerverwaltung-direktion-informatik,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Informatik+-+Team+Betrieb,ou=Informatik+(IT),ou=Direktion,ou=Eidg.+Steuerverwaltung,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Informatik+-+Team+Betrieb,ou=Informatik+(IT),ou=Direktion,ou=Eidg.+Steuerverwaltung,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessische-steuerverwaltung-direktion-informatik-informatik-team-projekte,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössische Steuerverwaltung - Direktion - Informatik - Informatik - Team Projekte,Team Projekte,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessische-steuerverwaltung-direktion-informatik,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Informatik+-+Team+Projekte,ou=Informatik+(IT),ou=Direktion,ou=Eidg.+Steuerverwaltung,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Informatik+-+Team+Projekte,ou=Informatik+(IT),ou=Direktion,ou=Eidg.+Steuerverwaltung,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
